question_id,sample_id,participant_id,video_id,video_paths,video_file_paths,has_uploaded_sample_video,annotation_task_type,task_type,cognitive_level,question,option_a,option_b,option_c,option_d,correct_option,evidence_temporal,evidence_spatial,reasoning_chain,annotator_id,created_at,qc_status,annotation_source
egomonth_qa_000252,003,003,003_0042,003/003_0042.mp4,videos/003/003_0042.mp4,false,procedure_planning,Procedure Planning,Level 3: Cascading Reasoning,<003_0042.mp4>What are the steps involved in taking the elevator downstairs?,A.Enter elevator -> Press button -> Exit elevator,B.Press button -> Enter elevator -> Exit elevator,C.Exit elevator -> Enter elevator -> Press button,D.Press button -> Exit elevator -> Enter elevator,A,ev_158,,"The event of taking the elevator downstairs involves entering the elevator, pressing the button, and exiting when it reaches the bottom.",worker_10,2026-01-06T12:00:00,accepted,global_json_list
egomonth_qa_000253,003,003,003_0043,003/003_0043.mp4,videos/003/003_0043.mp4,false,object_location,Object Location,Level 2: Episodic Indexing,<003_0043.mp4>Where is the bed located in the video?,A.In the center of the living room,B.Next to the window,C.By the entrance door,D.In the bathroom,A,,0043_obj_bed_01,The bed is located in the center of the living room.,worker_10,2026-01-06T12:00:00,accepted,global_json_list
egomonth_qa_000254,003,003,003_0043,003/003_0043.mp4,videos/003/003_0043.mp4,false,event_counting,Event Counting,Level 3: Cascading Reasoning,<003_0043.mp4>How many times does the person use the elevator in the video?,A.1,B.2,C.0,D.3,A,ev_161,,The person uses the elevator once during the event of waiting for and taking the elevator to the 38th floor.,worker_10,2026-01-06T12:00:00,accepted,global_json_list
egomonth_qa_000255,003,003,003_0043,003/003_0043.mp4,videos/003/003_0043.mp4,false,procedure_planning,Procedure Planning,Level 3: Cascading Reasoning,<003_0043.mp4>What are the steps involved in making the bed?,A.Straighten the sheets -> fluff the pillows -> arrange the blankets,B.Arrange the blankets -> straighten the sheets -> fluff the pillows,C.Fluff the pillows -> arrange the blankets -> straighten the sheets,D.Straighten the sheets -> arrange the blankets -> fluff the pillows,A,ev_162,0043_obj_bed_01,"Making the bed typically involves straightening the sheets first, then fluffing the pillows, and finally arranging the blankets.",worker_10,2026-01-06T12:00:00,accepted,global_json_list
egomonth_qa_000256,003,003,003_0044,003/003_0044.mp4,videos/003/003_0044.mp4,false,object_location,Object Location,Level 2: Episodic Indexing,<003_0044.mp4>Where is the sink located?,A.Next to the stove in the living room,B.In the bathroom,C.On the table in the living room,D.In the elevator,A,,0044_obj_sink_01,The sink is annotated as being next to the stove in the living room.,worker_10,2026-01-06T12:00:00,accepted,global_json_list
egomonth_qa_000257,003,003,003_0044,003/003_0044.mp4,videos/003/003_0044.mp4,false,procedure_planning,Procedure Planning,Level 3: Cascading Reasoning,<003_0044.mp4>What are the steps the person took to wash fruits?,A.Take fruits from refrigerator -> Wash fruits at sink -> Dry fruits,B.Wash fruits at sink -> Take fruits from refrigerator -> Dry fruits,C.Dry fruits -> Wash fruits at sink -> Take fruits from refrigerator,D.Take fruits from refrigerator -> Dry fruits -> Wash fruits at sink,A,ev_164,0044_obj_sink_01,"Washing fruits typically involves retrieving the fruits first, then washing them at the sink, and finally drying them.",worker_10,2026-01-06T12:00:00,accepted,global_json_list
egomonth_qa_000258,003,003,003_0045,003/003_0045.mp4,videos/003/003_0045.mp4,true,object_location,Object Location,Level 2: Episodic Indexing,<003_0045.mp4>Where is the table located in this video?,A.Next to the bed in the living room,B.In the lobby,C.In the bathroom,D.Outside,A,,0045_obj_table_01,The table is located next to the bed in the living room as per the object annotation.,worker_10,2026-01-06T12:00:00,accepted,global_json_list
egomonth_qa_000259,003,003,003_0045,003/003_0045.mp4,videos/003/003_0045.mp4,true,procedure_planning,Procedure Planning,Level 3: Cascading Reasoning,<003_0045.mp4>What are the typical steps involved in eating fruits while watching the projector?,A.Retrieve fruits -> Wash at sink -> Eat at table,B.Eat directly -> Wash later -> Watch projector,C.Wash fruits -> Watch projector -> Eat,D.Retrieve fruits -> Eat at table -> Wash sink,A,ev_168,0045_obj_sink_01|0045_obj_table_01,"The event involves eating fruits while watching the projector, with sink and table present, suggesting washing before eating.",worker_10,2026-01-06T12:00:00,accepted,global_json_list
egomonth_qa_000260,003,003,003_0045,003/003_0043.mp4|003/003_0044.mp4|003/003_0045.mp4,videos/003/003_0043.mp4|videos/003/003_0044.mp4|videos/003/003_0045.mp4,true,habit_inference,Habit Inference,Level 1: Schema Consolidation,<003_0043.mp4><003_0044.mp4><003_0045.mp4>What is the person's typical transportation routine when returning home?,A.Take taxi,B.Take elevator downstairs then ride bike,C.Walk home,D.Ride electric bike home then take elevator upstairs,D,ev_160|ev_135|ev_166,,"Across multiple videos, the person consistently rides an electric bike home and then takes the elevator to go upstairs.",worker_10,2026-01-06T12:00:00,accepted,global_json_list
egomonth_qa_000261,004,004,004_0001,004/004_0001.mp4,videos/004/004_0001.mp4,true,object_location,Object Location,Level 2: Episodic Indexing,"<004_0001.mp4> When standing at the door and facing inside, which of the following best describes the location of this person's desk?","A.On the left side, near the door.","B.On the right side, near the door.","C.On the left side, near the window.","D.On the right side, near the window.",D,ev_03,,"While walking toward the door, the person's own desk remains on her left side. Therefore, when standing at the door and facing inside, her desk would appear on the right side. And it is located farther from the door, so it is near the window.",worker_08,2025-12-06,accepted,global_json_list
egomonth_qa_000262,004,004,004_0001,004/004_0001.mp4,videos/004/004_0001.mp4,true,object_location,Object Location,Level 2: Episodic Indexing,<004_0001.mp4> Where is the water dispenser located in the dorm building?,"A.On the first floor, near the staircase.","B.On the second floor, next to the dorm room.",C.At the end of the hallway on the third floor.,"D.In the lobby, right beside the main entrance.",A,ev_04,0001_obj_water_dispenser_01,"The water dispenser is located on the first floor, near the staircase.",worker_08,2025-12-06,accepted,global_json_list
egomonth_qa_000263,004,004,004_0001,004/004_0001.mp4,videos/004/004_0001.mp4,true,cross_view_spatial_reasoning,Cross-View Spatial Reasoning,Level 3: Cascading Reasoning,<004_0001.mp4>On which floor is the user's dormitory room located?,A.1st Floor,B.2nd Floor,C.3rd Floor,D.4th Floor,B,,,"After leaving the dormitory room, the user walks down the stairs, descending exactly two flights of stairs (equivalent to one story) to reach the ground floor exit. This indicates the room is located on the 2nd floor.",worker_08,2025-12-06,accepted,global_json_list
egomonth_qa_000264,004,004,004_0001,004/004_0001.mp4,videos/004/004_0001.mp4,true,detail_retrieval,Detail Retrieval,Level 2: Episodic Indexing,<004_0001.mp4>What subject is the class that the user is attending from 17:16 to 32:06 in this video?,A.Linear Algebra,B.Advanced Mathematics,C.College Physics,D.English Literature,B,,0001_obj_textbook_01,"The textbook on the desk in the classroom is titled 'Advanced Mathematics' (高等数学), indicating the subject of the class.",worker_08,2025-12-08,accepted,global_json_list
egomonth_qa_000265,004,004,004_0001,004/004_0001.mp4,videos/004/004_0001.mp4,true,event_time,Event Time,Level 2: Episodic Indexing,<004_0001.mp4>At what timestamp in the video does the user start eating breakfast?,A.16:00,B.17:00,C.18:00,D.19:00,C,ev_06,,The user starts eating breakfast at the 18:00 timestamp in the video.,worker_08,2025-12-07T10:20:00,accepted,global_json_list
egomonth_qa_000266,004,004,004_0001,004/004_0001.mp4,videos/004/004_0001.mp4,true,temporal_ordering,Temporal Ordering,Level 2: Episodic Indexing,"<004_0001.mp4>From 18:00 to 27:46 in this video, what is the order in which the user consumes the breakfast items?",A.Bread -> Sausage -> Milk,B.Bread -> Soybean Milk,C.Bread -> Sausage,D.Bread -> Milk -> Sausage,A,ev_06,0001_obj_bread_01|0001_obj_sausage_01|0001_obj_milk_01,"Between 18:00 and 27:46, the video captures the user's breakfast routine. The user first finishes eating the bread, then proceeds to eat the ham sausage, and finally finishes the meal by drinking the milk.",worker_08,2025-12-06,accepted,global_json_list
egomonth_qa_000267,004,004,004_0001,004/004_0001.mp4,videos/004/004_0001.mp4,true,event_counting,Event Counting,Level 3: Cascading Reasoning,<004_0001.mp4>How many times did the user check her watch in this video?,A.Once,B.Twice,C.Three times,D.Four times,D,ev_09|ev_10|ev_11|ev_14,,"The user checked her watch on 01:10, 29:10, 30:34, and 49:26, totaling four times throughout the video.",worker_08,2025-12-06,accepted,global_json_list
egomonth_qa_000268,004,004,004_0001,004/004_0001.mp4,videos/004/004_0001.mp4,true,event_time,Event Time,Level 2: Episodic Indexing,<004_0001.mp4>At what timestamp does the first class finish in this video?,A.32:25,B.30:00,C.45:10,D.29:50,A,ev_12,,"At 32:25, the first class ends. ",worker_08,2025-12-06,accepted,global_json_list
egomonth_qa_000269,004,004,004_0001,004/004_0001.mp4,videos/004/004_0001.mp4,true,object_counting_global,Object Counting,Level 3: Cascading Reasoning,<004_0001.mp4>How many people are present in the second classroom when the user enters?,A.None,B.One,C.Five,D.Ten,B,ev_13,,"The user enters the second classroom at 35:08. A few seconds later, at 35:14, the camera pans across the room, revealing that there is only one other person currently inside.",worker_08,2025-12-06,accepted,global_json_list
egomonth_qa_000270,004,004,004_0001,004/004_0001.mp4,videos/004/004_0001.mp4,true,object_location,Object Location,Level 2: Episodic Indexing,<004_0001.mp4>Where are the air conditioners located in the two classrooms shown in the video respectively?,"A.Front left, Front left","B.Front right, Rear left","C.Front left, Rear right","D.Rear right, Rear right",A,,0001_obj_air_conditioner_01|0001_obj_air_conditioner_02,"In the first classroom, the air conditioner is in the front-left corner. Similarly, when the user enters the second classroom, the air conditioner is also located in the front-left corner.",worker_08,2025-12-06,accepted,global_json_list
egomonth_qa_000271,004,004,004_0002,004/004_0002.mp4,videos/004/004_0002.mp4,true,detail_retrieval,Detail Retrieval,Level 2: Episodic Indexing,<004_0002.mp4>What did the user most likely pick up at the courier station?,A.A box of books,B.A shelf frame,C.A computer monitor,D.A pair of shoes,B,ev_19,0002_obj_package_01,"From 9:44 to 9:53, the camera captures the shape of the package. It is not a standard box, but rather a U-shaped, thin tubular object wrapped in plastic, which strongly resembles the disassembled frame of a shelf or rack.",worker_08,2025-12-08,accepted,global_json_list
egomonth_qa_000272,004,004,004_0002,004/004_0001.mp4,videos/004/004_0001.mp4,true,procedure_planning,Procedure Planning,Level 3: Cascading Reasoning,<004_0001.mp4>What is the sequence in which the user adds condiments to the food between 21:44 and 22:39?,A.Pickles -> Sauce -> Chili,B.Sauce -> Chili -> Pickles,C.Chili -> Pickles -> Sauce,D.Sauce -> Pickles -> Chili,A,ev_23,,"Between 21:44 and 22:39, the user is seen seasoning her food. First, pickles (preserved vegetables) to the bowl. Next, pour in some sauce. Finally, add chili.",worker_08,2025-12-08,accepted,global_json_list
egomonth_qa_000273,004,004,004_0002,004/004_0002.mp4,videos/004/004_0002.mp4,true,habit_inference,Habit Inference,Level 1: Schema Consolidation,<004_0002.mp4>What dining habit of the user is observed in this video?,A.Ordering food delivery to the dormitory,B.Eating at a restaurant outside,C.Packing food from the dining hall to eat in the dormitory,D.Eating inside the dining hall,C,ev_24|ev_25|ev_26,,The video shows the user carrying food containers into the dormitory room for the each of the two meals. This consistent behavior indicates that the user prefers to pack food from the dining hall to eat in the dormitory rather than dining at the dining hall itself or ordering delivery.,worker_08,2025-12-08,accepted,global_json_list
egomonth_qa_000274,004,004,004_0002,004/004_0002.mp4,videos/004/004_0002.mp4,true,event_counting,Event Counting,Level 3: Cascading Reasoning,<004_0002.mp4>How many distinct locations does the user visit in total during this video?,A.4,B.5,C.6,D.3,B,ev_18|ev_21|ev_22|ev_25|ev_26|ev_27,,"Throughout the video, the user is seen in the following sequence of locations: Delivery Station, Dormitory 2, Dining hall 1, Dormitory 1, Dining hall 2, and then back to Dormitory 1. Counting the unique places (Delivery Station, Dormitory 2, Dining hall 1, Dormitory 1, Dining hall 2), there are a total of 5 distinct locations.",worker_08,2025-12-08,accepted,global_json_list
egomonth_qa_000275,004,004,004_0002,004/004_0002.mp4,videos/004/004_0002.mp4,true,event_time,Event Time,Level 2: Episodic Indexing,<004_0002.mp4>Did the user eat any of her meals inside the dining hall in this video?,A.Yes,B.No,C.None,D.None,B,ev_24|ev_26,,"No. The user visits the dining hall twice during the video. However, on both occasions, the user is observed packing the food into containers or bags to take away (takeout) instead of sitting down to eat at the dining hall tables.",worker_08,2025-12-07T11:25:00,accepted,global_json_list
egomonth_qa_000276,004,004,004_0002,004/004_0002.mp4,videos/004/004_0002.mp4,true,detail_retrieval,Detail Retrieval,Level 2: Episodic Indexing,<004_0002.mp4>What app did the user open at 13:22 in the video?,A.WeChat,B.Baidu Netdisk,C.Alipay,D.TikTok,B,ev_28,,"At 13:22, the user interacts with their phone. The screen clearly displays the interface of the app, and the text characters 'Baidu Netdisk' (百度网盘) are legible on the display.",worker_08,2025-12-08,accepted,global_json_list
egomonth_qa_000277,004,004,004_0002,004/004_0002.mp4,videos/004/004_0002.mp4,true,self_localization,Self-Localization,Level 2: Episodic Indexing,<004_0002.mp4>Where is the user located at 28:11 in the video?,A.In the dormitory,B.In the classroom,C.At the dining hall,D.At the delivery station,C,,0002_obj_meal_box_01,"At 28:11, the video shows the user holding a meal box, indicating that the user is in the dining hall.",worker_08,2025-12-08,accepted,global_json_list
egomonth_qa_000278,004,004,004_0002,004/004_0002.mp4,videos/004/004_0002.mp4,true,object_location,Object Location,Level 2: Episodic Indexing,<004_0002.mp4>Where is the suitcase stored in the user's dormitory room?,A.In the wardrobe,B.Under the desk,C.On the balcony,D.Beside the bed,B,,0002_obj_suitcase_01,"At 35:50, the camera angle reveals the area beneath the user's desk, where a suitcase is clearly stowed away.",worker_08,2025-12-08,accepted,global_json_list
egomonth_qa_000279,004,004,004_0003,004/004_0003.mp4,videos/004/004_0003.mp4,false,detail_retrieval,Detail Retrieval,Level 2: Episodic Indexing,<004_0003.mp4>What character is depicted on the user's tea cup?,A.Mickey Mouse,B.Stitch,C.Hello Kitty,D.SpongeBob,B,,0003_obj_teacup_01,"At 00:55, the video shows a clear view of the user's tea cup. The graphic printed on the cup is recognizable as Stitch, the blue alien character from Disney's Lilo & Stitch.",worker_08,2025-12-09,accepted,global_json_list
egomonth_qa_000280,004,004,004_0003,004/004_0003.mp4,videos/004/004_0003.mp4,false,detail_retrieval,Detail Retrieval,Level 2: Episodic Indexing,<004_0003.mp4>Where is the user's backpack placed in this video?,A.Hanging on the left side of the desk,B.Placed on the chair,C.Lying on the bed,D.Underneath the desk,A,,0001_obj_backpack_01,"At 11:29, as the user stands up from the seat, the camera captures the area beside the desk, showing the backpack hanging securely on the left side of the desk.",worker_03,2025-12-09,accepted,global_json_list
egomonth_qa_000281,004,004,004_0003,004/004_0003.mp4,videos/004/004_0003.mp4,false,detail_retrieval,Detail Retrieval,Level 2: Episodic Indexing,"<004_0003.mp4>At 11:38, what brand of yogurt drink is visible on the shelf?",A.Wahaha AD Calcium Milk,B.Yakult,C.Mengniu,D.Yili,A,,0003_obj_yogurt_01,"At 11:38, the camera shows the items on the shelf. A bottle with the iconic green and white packaging of Wahaha AD Calcium Milk (AD钙奶) is identifiable.",worker_03,2025-12-09,accepted,global_json_list
egomonth_qa_000282,004,004,004_0003,004/004_0003.mp4,videos/004/004_0003.mp4,false,object_location,Object Location,Level 2: Episodic Indexing,<004_0003.mp4>On which side of the door is the light switch located in the user's dormitory?,A.On the left side,B.On the right side,C.Above the door frame,D.Outside the room,B,,0003_obj_light_switch_01,"At 11:48, the camera view includes the doorway area. The light switch is clearly visible mounted on the wall to the right side of the door.",worker_08,2025-12-11,accepted,global_json_list
egomonth_qa_000283,004,004,004_0003,004/004_0003.mp4,videos/004/004_0003.mp4,false,self_localization,Self-Localization,Level 2: Episodic Indexing,<004_0003.mp4>Where is the user located at 12:52 in the video?,A.Inside the dormitory room,B.In the dining hall hallway,C.On the stairs,D.In the dormitory hallway,D,,,"At 12:52, the video shows the user walking through a long corridor lined with doors, which is the hallway (corridor) of the dormitory building.",worker_08,2025-12-09T10:55:00,accepted,global_json_list
egomonth_qa_000284,004,004,004_0003,004/004_0003.mp4,videos/004/004_0003.mp4,false,detail_retrieval,Detail Retrieval,Level 2: Episodic Indexing,<004_0003.mp4>What text is written on the road sign shown at 15:10?,"A.Construction Site, Keep Out","B.Fire Lane, Do Not Occupy",C.No Smoking Area,D.Speed Limit 20,B,,0003_obj_road_sign_01,"At 15:10, a road sign is clearly visible. The Chinese characters on it are '消防车道，禁止占用', which translates to 'Fire Lane, Do Not Occupy'.",worker_08,2025-12-11,accepted,global_json_list
egomonth_qa_000285,004,004,004_0003,004/004_0003.mp4,videos/004/004_0003.mp4,false,object_counting_global,Object Counting,Level 3: Cascading Reasoning,<004_0003.mp4>How many trash bins did the user encounter on the way from the dormitory to the dining hall?,A.One,B.Two,C.Three,D.Four,B,ev_31,0003_obj_trash_bin_01|0003_obj_trash_bin_02,"During the walk from the dormitory to the dining hall, two trash bins appear in the video. The first one is visible at 14:33, and the second one is seen later at 15:08.",worker_08,2025-12-11,accepted,global_json_list
egomonth_qa_000286,004,004,004_0003,004/004_0003.mp4,videos/004/004_0003.mp4,false,procedure_planning,Procedure Planning,Level 3: Cascading Reasoning,<004_0003.mp4>What is the correct order in which the user picks up the food ingredients?,A.Lettuce -> Kelp strips -> Black-bone chicken rolls,B.Kelp strips -> potatoes -> Lettuce,C.Enoki mushrooms -> Lettuce -> Black-bone chicken rolls,D.rice cake -> Enoki mushrooms -> potatoes,A,ev_32,,"The user picks up the ingredients in a specific sequence. First, she pick up the Enoki mushrooms. Next, she takes the Lettuce. Finally, she picks up the Black-bone chicken rolls.",worker_08,2025-12-11,accepted,global_json_list
egomonth_qa_000287,004,004,004_0003,004/004_0003.mp4,videos/004/004_0003.mp4,false,detail_retrieval,Detail Retrieval,Level 2: Episodic Indexing,<004_0003.mp4>What is the price of the user's meal?,A.11.32 yuan,B.11.60 yuan,C.41.00 yuan,D.27.60 yuan,A,ev_33,0003_obj_food_weighing_scale_01,"At 21:44, the electronic scale screen displays three numbers: 0.41, 27.60, and 11.32. On this type of cafeteria scale, the rightmost number typically indicates the total cost. Furthermore, before payment, the card machine audio announces '11', corroborating that the price is approximately 11 yuan, making 11.32 yuan the correct answer.",worker_08,2025-12-11,accepted,global_json_list
egomonth_qa_000288,004,004,004_0003,004/004_0003.mp4,videos/004/004_0003.mp4,false,event_time,Event Time,Level 2: Episodic Indexing,<004_0003.mp4>Approximately how long did the user spend scrolling on their phone while waiting for the meal?,A.About 2 minutes,B.About 4 minutes,C.Over 6 minutes,D.Less than 1 minute,B,ev_34,,"The user starts using her phone at 22:17 while waiting. she continue scrolling until 26:27, when she puts the phone away to pick up the meal. The total duration of this activity is approximately 4 minutes.",worker_08,2025-12-11,accepted,global_json_list
egomonth_qa_000289,004,004,004_0003,004/004_0003.mp4,videos/004/004_0003.mp4,false,direction_judgement,Direction Judgment,Level 3: Cascading Reasoning,"<004_0003.mp4>When heading to the dining hall, which direction does the user take immediately after exiting the dormitory building's main gate?",A.Turn left,B.Turn right,C.Go straight,D.None,B,ev_31,,"Upon walking out of the dormitory building's main entrance to head towards the dining hall, the user immediately turns right to continue their path.",worker_08,2025-12-11,accepted,global_json_list
egomonth_qa_000290,004,004,004_0003,004/004_0003.mp4,videos/004/004_0003.mp4,false,cross_view_spatial_reasoning,Cross-View Spatial Reasoning,Level 3: Cascading Reasoning,<004_0003.mp4>On which floor is the cafeteria located?,A.1st Floor,B.2nd Floor,C.3rd Floor,D.4th Floor,B,ev_35,,"From 28:56 to 29:16, the user is seen leaving the dining hall and walking down the stairs. The user descends exactly two flights of stairs (equivalent to one story) to reach the ground level exit. This indicates that the dining hall is located on the 2nd floor.",worker_08,2025-12-11,accepted,global_json_list
egomonth_qa_000291,004,004,004_0003,004/004_0003.mp4,videos/004/004_0003.mp4,false,detail_retrieval,Detail Retrieval,Level 2: Episodic Indexing,<004_0003.mp4>How many pairs of chopsticks did the user pack?,A.None,B.One pair,C.Two pairs,D.None,C,ev_36,,"From 32:47 to 33:07, as the user opens the food packaging, she is observed taking out exactly two pairs of disposable chopsticks.",worker_08,2025-12-11,accepted,global_json_list
egomonth_qa_000292,004,004,004_0004,004/004_0004.mp4,videos/004/004_0004.mp4,false,event_time,Event Time,Level 2: Episodic Indexing,"<004_0004.mp4>Did the user encounter a cat in this video? If so, approximately when did it appear?","A.No, no cat was seen","B.Yes, around 02:00 - 02:20","C.Yes, around 04:30 - 05:00","D.Yes, around 19:40 - 20:00",B,ev_38,0004_obj_cat_01,"Yes, a cat appears in the video. The encounter occurs approximately between the timestamps 02:00 and 02:20.",worker_08,2025-12-13T10:00:00,accepted,global_json_list
egomonth_qa_000293,004,004,004_0004,004/004_0004.mp4,videos/004/004_0004.mp4,false,detail_retrieval,Detail Retrieval,Level 2: Episodic Indexing,<004_0004.mp4>Which college building does the user visit in the first half of the video?,A.College of Computer Science,B.School of Foreign Languages,C.Innovation and Entrepreneurship College,D.School of Economics and Management,C,ev_39,,"Between 10:15 and 10:16, the camera captures the signage on the wall of the building. The text 'Innovation and Entrepreneurship College' (创新创业学院) is clearly visible.",worker_08,2025-12-13,accepted,global_json_list
egomonth_qa_000294,004,004,004_0004,004/004_0004.mp4,videos/004/004_0004.mp4,false,event_time,Event Time,Level 2: Episodic Indexing,<004_0004.mp4>Did the user stop and wait for a period of time on her way at night?,"A.No, she walked continuously without stopping","B.Yes, she stopped and waited at 21:30","C.Yes, she stopped and waited at 20:00",D.None,B,ev_41,,"Yes, on the way back to the dormitory at night, the user stops walking and waits, specifically from 21:30 to 22:55.",worker_08,2025-12-13,accepted,global_json_list
egomonth_qa_000295,004,004,004_0004,004/004_0004.mp4,videos/004/004_0004.mp4,false,detail_retrieval,Detail Retrieval,Level 2: Episodic Indexing,<004_0004.mp4>Where is the washing machine located in the user's dormitory?,A.At the foot of the stairs on the first floor,B.In the corridor on the second floor,C.Inside the shared bathroom,D.Near the dormitory entrance door,A,ev_42,0004_obj_washing_machine_01,"At 26:43, the video shows the area near the staircase on the ground floor. The washing machine is situated in the space underneath the stairs, specifically on the right side.",worker_08,2025-12-13T10:15:00,accepted,global_json_list
egomonth_qa_000296,004,004,004_0005,004/004_0005.mp4,videos/004/004_0005.mp4,false,object_location,Object Location,Level 2: Episodic Indexing,<004_0005.mp4>Where was the user's backpack placed before she picked it up?,A.On the desk in the classroom,B.On the playground ground,C.On a bench,D.In the locker,B,,0005_obj_backpacks_01,"At 03:35, the user is observed picking up her backpack directly from the ground at the playground.",worker_08,2025-12-14,accepted,global_json_list
egomonth_qa_000297,004,004,004_0006,004/004_0006.mp4,videos/004/004_0006.mp4,false,object_location,Object Location,Level 2: Episodic Indexing,<004_0006.mp4>Where is the water dispenser located in the user's dormitory room?,A.Next to the main entrance door,B.Beside the bathroom door,C.On the right side of the balcony entrance,D.On the left hand side upon entering the balcony,D,ev_46,0006_obj_water_dispenser_01,"At 00:51, the camera shows the water dispenser, which is located on the balcony. When viewing the balcony from the room (or entering the balcony area), it is positioned on the left-hand side.",worker_08,2025-12-15,accepted,global_json_list
egomonth_qa_000298,004,004,004_0006,004/004_0006.mp4,videos/004/004_0006.mp4,false,event_time,Event Time,Level 2: Episodic Indexing,<004_0006.mp4>Did the user turn off the light before leaving the dorm room?,"A.Yes, she turned it off","B.No, she left without turning it off",C.The light was already off,D.None,A,ev_47,,"At 01:51, just before exiting the dormitory room, the user is seen turning off the light switch.",worker_08,2025-12-15,accepted,global_json_list
egomonth_qa_000299,004,004,004_0006,004/004_0006.mp4,videos/004/004_0006.mp4,false,detail_retrieval,Detail Retrieval,Level 2: Episodic Indexing,<004_0006.mp4>What time does the delivery station close?,A.18:00,B.19:00,C.20:00,D.21:00,B,,0006_obj_notice_01,"At 15:46, the video shows the entrance of the delivery station. A notice posted on the left side of the entrance clearly indicates that the station closes at 19:00.",worker_08,2025-12-15,accepted,global_json_list
egomonth_qa_000300,004,004,004_0006,004/004_0006.mp4,videos/004/004_0006.mp4,false,route_reasoning,Route Reasoning,Level 3: Cascading Reasoning,<004_0006.mp4>How to get from the delivery station to the playground?,"A.Turn right after exiting, then walk straight","B.Turn left after exiting, walk straight, then turn right","C.Turn left after exiting, walk straight, then turn left again",D.Go straight immediately after exiting the station,B,ev_50,,"After exiting the delivery station, the user turns left. She proceeds straight ahead, passing a large entrance, and then turns right to enter the playground.",worker_08,2025-12-15,accepted,global_json_list
egomonth_qa_000301,004,004,004_0007,004/004_0007.mp4,videos/004/004_0007.mp4,false,direction_judgement,Direction Judgment,Level 3: Cascading Reasoning,<004_0007.mp4>How should one proceed from the main gate to reach the library's access control entrance?,A.Turn right after entering,B.Turn left after entering,C.Go straight ahead,D.Go up to the second floor,B,ev_59,,"To reach the library's access control gate from the main entrance, the correct direction to take after entering is to turn left.",worker_08,2025-12-17,accepted,global_json_list
egomonth_qa_000302,004,004,004_0007,004/004_0007.mp4,videos/004/004_0007.mp4,false,event_counting,Event Counting,Level 3: Cascading Reasoning,"<004_0007.mp4>How many books did the user remove from the shelf in total, and how many did she ultimately keep?","A.Removed 3, Kept 1","B.Removed 4, Kept 2","C.Removed 4, Kept 4","D.Removed 2, Kept 2",B,ev_60,0007_obj_book_01|0007_obj_book_02|0007_obj_book_03|0007_obj_book_04,"The user removes books from the shelf at four distinct times: 16:01, 16:20, 16:57, and 19:22, totaling 4 books removed. However, the books taken at 16:01 and 16:20 were later put down during the video. Only the books taken at 16:57 and 19:22 remained in the user's possession at the end of the video. Therefore, 4 books were removed, and 2 were ultimately kept.",worker_08,2025-12-17,accepted,global_json_list
egomonth_qa_000303,004,004,004_0008,004/004_0008.mp4,videos/004/004_0008.mp4,false,detail_retrieval,Detail Retrieval,Level 2: Episodic Indexing,<004_0008.mp4>What did the user buy at the snack shop?,A.Grilled cold noodles,B.Chinese hamburger,C.Fried chicken,D.Egg-filled pancake,D,ev_63,0008_obj_pancake_01,"At 11:52, the user walks towards a stall labeled 'Egg-filled pancake' (鸡蛋灌饼). Subsequently, at 13:30, she is seen holding and receiving the egg-filled pancake.",worker_08,2025-12-17,accepted,global_json_list
egomonth_qa_000304,004,004,004_0008,004/004_0008.mp4,videos/004/004_0008.mp4,false,event_time,Event Time,Level 2: Episodic Indexing,<004_0008.mp4>When did the user meet her friends in the video?,A.10:20,B.12:45,C.14:33,D.16:10,C,ev_64,,The user encounters her group of friends specifically at the timestamp 14:33.,worker_08,2025-12-17,accepted,global_json_list
egomonth_qa_000305,004,004,004_0009,004/004_0009.mp4,videos/004/004_0009.mp4,false,detail_retrieval,Detail Retrieval,Level 2: Episodic Indexing,<004_0009.mp4>How is the dormitory room door opened?,A.By using a key,B.By swiping an IC card,C.By entering a passcode,D.None,A,ev_70,,"Between 04:06 and 04:21, the user is observed inserting and turning a physical key to unlock and open the door to the dormitory.",worker_08,2025-12-19,accepted,global_json_list
egomonth_qa_000306,004,004,004_0009,004/004_0009.mp4,videos/004/004_0009.mp4,false,object_location,Object Location,Level 2: Episodic Indexing,<004_0009.mp4>Where is the user's towel hung?,A.On the balcony railing,B.In front of the wardrobe,C.Inside the shared bathroom,D.On the back of the chair,B,,0009_obj_towel_01,The video shows that the user's towel is hanging on a hanger in front of the wardrobe door.,worker_08,2025-12-19,accepted,global_json_list
egomonth_qa_000307,004,004,004_0009,004/004_0009.mp4,videos/004/004_0009.mp4,false,self_localization,Self-Localization,Level 2: Episodic Indexing,<004_0009.mp4>Where did the user arrive at 14:30?,A.The Library,B.College of Big Data and Artificial Intelligence,C.The School of Arts,D.The Administration Building,B,,,"At 14:30, the camera captures the user arriving at a building. The writing on the wall identifies it as the 'College of Big Data and Artificial Intelligence' (大数据与人工智能学院).",worker_08,2025-12-19,accepted,global_json_list
